result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?
121.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,aktionverdensmaal,,Aktion Verdensmål,https://aktionverdensmaal.net/,"Med Aktion Verdensmål drømmer vi om at sætte skub i en bevægelse i samfundet, hvor FNs Verdensmål bliver omdrejningspunktet for en fælles fremtid. Bevægelsen starter nedefra og skolen er en vigtig medspiller, hvor både undervisere, ...",369000.0,,
122.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,heleverdeniskole,,De 17 mål | Hele Verden i Skole,https://heleverdeniskole.dk/verdensmaalene/de-17-maal/,"Læs om hvert af de 17 verdensmål, og hvordan det går med at opfylde dem. Related content. Mål 1: Afskaf fattigdom. Afskaf alle former for fattigdom i hele verden. Mål 2: Stop sult. Alle børn og voksne skal kunne spise sig mætte i sund og nærende mad. Mål 3: Sundhed og trivsel.",369000.0,,
123.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,un,,"Om FN""s 17 Verdensmål - FN Byen i København. Læs mere",https://un.dk/da/om-fn/verdensmaalene/,"Verdensmålene bygger på resultaterne fra de otte Millennium Development Goals – også kaldet 2015-målene – der eksisterede fra 2000-2015. Disse tidligere udviklingsmål har vist os, at det er muligt at opnå resultater, hvis den politiske vilje er til stede, vi sætter klare mål, og vi prioriterer vores ressourcer.",369000.0,,
124.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,ms,,17 nye verdensmål – hele klodens fremtid ...,https://www.ms.dk/verdensmaal/beskrivelse,"De nye verdensmål afløser FN’s otte 2015-mål, som har sat rammen om indsatsen mod blandt andet sult og fattigdom de seneste femten år. Målene blev endeligt godkendt af verdens ledere på et møde i New York i september 2015. De kommer til at gælde for alle lande – også Danmark. De nye verdensmål har fået en langt bredere karakter end de gamle 2015-mål og inddrager flere …",369000.0,,
125.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,duf,,DUFs arbejde med verdensmål - Dansk Ungdoms Fællesråd,https://duf.dk/dufs-arbejde/verdensmaal,"DUFs arbejde med FN""s 17 verdensmål . Unge har en helt særlig rolle at spille i vores fælles mission om at skabe en bæredygtig verden. Verdensmålene er en af de allervigtigste dagsordner og med kun 10 år tilbage før vi skal være i mål, er der brug for handling.",369000.0,,
126.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,realdania,,"FN""s Verdensmål er vores alle sammens mål - Realdania",https://realdania.dk/nyheder/2020/09/fns-verdensmaal-er-vores-alle-sammens-maal,"Med en tværgående samfundsindsats og inddragelse af en lang række parter, er der nu fastsat 197 danske målepunkter for Danmarks arbejde med verdensmålene. Realdania har sammen med en række fonde støttet arbejdet, og adm. direktør Jesper …",369000.0,,
127.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,fnforbundet,,"FN-forbundet - FN""s 17 Verdensmål",https://fnforbundet.dk/for-skoler/mere-viden/verdensmaalene/,"FN""s 17 Verdensmål. FN’s 17 verdensmål for bæredygtig udvikling skal skabe bedre leveforhold for alle verdens borgere, samt sikre planetens fremtid. Flere af målene overlapper og understøtter hinanden og skal derfor ses som en helhed. Den gensidige afhængighed målene i mellem betyder, at de vedrører alle og alt omkring os.",369000.0,,
128.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,realdania,,Vores Mål - en dansk baseline for FNs verdensmål,https://realdania.dk/projekter/voresm%C3%A5l,"Hvordan går det med at opfylde FN""s 17 verdensmål i Danmark? Projektet Vores Mål har med input fra den danske befolkning fundet frem til, hvordan vi kan måle på om udviklingen i Danmark. Resultatet blev overrakt til Finansministeren den 9. september 2020.",369000.0,,
129.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,texta,,Verdensmål #5: Ligestilling mellem kønnene – i din ...,https://texta.dk/verdensmaal-5/,"Verdensmål #5 hedder Ligestilling mellem kønnene, og det handler i bund og grund om, at vi skal ”opnå ligestilling mellem kønnene og styrke kvinders og pigers rettigheder og muligheder” (verdensmaal.org).. Men hvad betyder det helt konkret? Det betyder, at vi skal ændre på det faktum, at kvinder – som udgør halvdelen af verdens befolkning – ikke har de samme rettigheder …",369000.0,,
130.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,globalis,,"FN""s 17 Verdensmål",https://www.globalis.dk/om-fn/fn-s-17-verdensmaal,"Hvad er FN""s Verdensmål?På et FN topmøde i 2015 blev FN’s 17 Verdensmål for bæredygtig udvikling vedtaget. Verdensmålene skal skabe bedre leveforhold for alle verdens borgere, samt sikre planetens fremtid. De er universelle og fokuserer derfor i lige så høj grad på Danmark og Norden som på de fattigste lande i verden.Tryk på det enkelte mål for at læse mere om det …",369000.0,,
132.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,danskindustri,,Forstå FN verdensmålene og sæt fokus på bæredygtig ...,https://www.danskindustri.dk/SDG-verdensmal/forsta-verdensmalene/,"Da verdensmålene repræsenterer de værdier, som Millennial-generationen leder efter hos en fremtidig arbejdsgiver, er Danmark og danske virksomheder godt stillet i jagten på de unge talenter fra både ind- og udland. Der er derfor et stort potentiale i at benytte verdensmålene som løftestang, ...",369000.0,,
133.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,sdu,,Vores Verdensmål - SDU,https://www.sdu.dk/da/voresverdensmaal,"SDU arbejder ambitiøst og helhjertet med FN’s verdensmål for bæredygtighed. Arbejdet præger hele SDU i relation til vores forskning, undervisning, …",369000.0,,
135.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,sweco,,FN’s Verdensmål – Sweco Denmark,https://www.sweco.dk/baeredygtighed/fns-verdensmaal/,"FN’s Verdensmål er 17 konkrete mål for en bedre verden. Disse mål skal være opfyldt i 2030. Det har aldrig været vigtigere, at vi står sammen om en fælles klimaindsats. Swecos mål er at være klimaneutrale i 2040 og gå forrest i alle de markeder, vi opererer i.",369000.0,,
137.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,loekkefonden,,"FN""s verdensmål - LøkkeFonden",https://loekkefonden.dk/om-loekkefonden/fns-verdensmaal/,"FN’s verdensmål går ind under princippet om universalitet. Det vil sige, at målene forpligter alle verdens lande, herunder også Danmark, til at arbejde frem mod målsætninger, der omhandler alt lige fra sundhed og trivsel til kvalitetsuddannelser. I LøkkeFonden tilslutter vi os verdensmålene.",369000.0,,
138.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,fredericia,,Fredericia for Verdensmålene | fredericia.dk,https://www.fredericia.dk/verdensmaalene,"Verdensmålene består af 17 konkrete mål og 169 delmål, der tilsammen udgør en ambition for hele verdens udvikling frem til 2030. Verdensmålene forpligter landene til helt at afskaffe fattigdom og sult i verden, reducere uligheder, sikre god uddannelse og bedre sundhed til alle, anstændige job og mere bæredygtig økonomisk vækst.",369000.0,,
139.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,kk,,Verdensmål i fokus - Afdelingen for Bæredygtig Udvikling,https://www.groen.kk.dk/da/alt-om-os/verdensmaal-i-fokus/,"Gennem inddragelse, viden og konkrete hands-on aktiviteter, omsætter ”Verdensmål i Fokus” svære og komplekse emner, så det bliver forståeligt for vores målgrupper. Eleverne opnår redskaber og handlekompetencer inden for de emner, FN’s 17 Verdensmål beskæftiger sig med, f.eks. i forhold til vand, elektricitet, plastik og ...",369000.0,,
140.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,ft,,Danmark som foregangsland for verdensmålene,https://www.ft.dk/samling/20151/almdel/liu/bilag/35/1600244.pdf,"verdensmål, som Danmark på nuværende tidspunkt ikke opfylder. Implementeringen af verdensmålene skal sammentænke de tre dimensioner af bæredygtig udvikling (sociale, miljømæssige og økonomiske) og adressere globale problemstillinger, der kræver handling fra alle",369000.0,,
141.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,middelfart,,"FN""s Verdensmål - Middelfart Kommune",https://www.middelfart.dk/Politik%20og%20demokrati/Vision%20og%20udvikling/FN,"FN""s Verdensmål ’Den 25. september 2015 vedtog verdens regeringsledere på FN topmødet i New York en hidtil uset ambitiøs og transformativ udviklingsdagsorden, der frem til 2030 skal sætte os kurs mod en mere bæredygtig udvikling for både mennesker og planeten, vi bor på’.",369000.0,,
142.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,wikipedia,,"FN""s verdensmål - Wikipedia, den frie encyklopædi",https://da.wikipedia.org/wiki/FN%27s_verdensm%C3%A5l,"FN’s 17 verdensmål for bæredygtig udvikling for alle FN’s medlemslande blev besluttet den 2. august 2015 og formelt vedtaget 25. september 2015 til afløsning af det tidligere sæt af udviklingsmål, 2015-målene. Det skete i forbindelse med FN""s generalforsamling.Mange af de vigtigste forslag i de 17 nye udviklingsmål og 169 delmål bygger på 2015-målene.",369000.0,,
143.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,menneskeret,,FN’s Verdensmål | Institut for Menneskerettigheder,https://menneskeret.dk/emner/fns-verdensmaal,"Menneskerettighederne udgør grundlaget for Verdensmålene – og kan derfor være med til at guide den praktiske gennemførelse. Eksisterende civile, politiske, økonomiske, sociale og kulturelle rettigheder er reflekteret i delmålene, og det tværgående princip om at ’ingen må lades i stikken’ (’leaving no one behind’) afspejler menneskerettighedernes grundlæggende principper om ...",369000.0,,
144.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,unicef,,"Hvordan kan vi anvende FN""s Verdensmål | UNICEF Danmark",https://www.unicef.dk/fns-verdensmaal/,"Alle 17 verdensmål involverer børn, da børn og unge er helt afgørende for vores fælles fremtid. Læs her hvordan vi arbejder målrettet med at nå Verdensmålene.",369000.0,,
148.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,2030-panelet,,2030-panelet: Tværsektorielt rådgivende organ for fremme ...,https://www.2030-panelet.dk/,"Replik: Verdensmålene er alt andet end nonsens 20. marts 2021 Martin Bernsen beskylder i Weekendavisen Verdensmålene for at være en spændetrøje, der truer både undervisnings- og metodefriheden. Læs Thomas Ravn-Pedersen og Lene Dammand Lunds svar på …",369000.0,,
149.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,globalcompact,,Verdensmålene - Global Compact Network Denmark,https://globalcompact.dk/om-os/verdensmaalene/,"I 2015 blev verdensmålene (også kaldet the Sustainable Development Goals eller SDG’erne) vedtaget af regeringsledere fra alle FN’s 193 medlemslande som en del af den hidtil mest ambitiøse udviklingsplan for verden – 2030 Agendaen.Den omfatter 17 verdensmål og 169 delmål for bæredygtig udvikling, som udgør en fælles plan for fred og velstand for mennesker og planeten – …",369000.0,,
150.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,odense,,De 17 verdensmål - globalt og lokalt,https://www.odense.dk/byens-udvikling/verdensmaal-i-odense/de-17-verdensmaal,"Med verdensmålene peger FN på, at den sociale, økonomiske og miljømæssige udvikling er tæt forbundne og kræver en integreret indsats. Herunder på siden kan du læse om, hvad de 17 verdensmål kan handle om både i et globalt og dansk perspektiv. Klik på det verdensmål, som du gerne vil læse mere om: Verdensmål 1: Afskaf fattigdom",369000.0,,
151.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,taenk,,Verdensmål: Forbrugerrådet Tænk arbejder for en ...,https://taenk.dk/om-os/om-forbrugerraadet-taenk/verdensmaal,"Verdensmålene skal sikre en bedre fremtid for alle. FN har lavet 17 verdensmål. De skal sikre en bæredygtig udvikling for hele klodens befolkning. Målene er blandt andet at udrydde fattigdom, forbedre uddannelse og sundhed, støtte fred, opnå ligestilling, bekæmpe klimaforandringer og sikre ansvarligt forbrug og produktion.",369000.0,,
155.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,kk,,"FN""s verdensmål i København",https://www.kk.dk/artikel/fns-verdensmaal-i-koebenhavn,"Se Københavns Kommunes handlingsplan for FN""s verdensmål her. Københavns Kommunes handlingsplan for FN’s verdensmål (SDG) indeholder en kortlægning af byens nuværende bidrag til realiseringen af FN’s verdensmål, såvel som en plan for kommunens strategiske forankring af verdensmålene i kommunens fremadrettede arbejde.",369000.0,,
156.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,magasinet360,,Sådan påvirker corona-krisen de 17 verdensmål ...,https://magasinet360.dk/magasiner/2020-2/saadan-paavirker-coronakrisen-verdensmaal,"Verdensmål 9: Industri, innovation og infrastruktur Nød lærer nøgen kvinde at spinde, siger man. Hildebrandt vurderer, at innovation vil blive et nøgleord – både i forhold til vaccine og medicin og også på andre områder, hvor gamle og nye behov vil stå i et klarere lys end før.",369000.0,,
158.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,rodekors,,Verdensmål SDG | Røde Kors,https://www.rodekors.dk/stoet/virksomheder/verdensmaal-sdg,"Arbejder din virksomhed strategisk med at løfte verdensmålene? Så vil vi gerne invitere til et samarbejde, hvor vi sammen kan gøre langt mere gennem innovative løsninger, der gør brug af hinandens kernekompetencer, ekspertise og ressourcer.",369000.0,,
160.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,regeringen,,"Handlingsplan for FN""s 17 verdensmål - Regeringen.dk",https://www.regeringen.dk/publikationer-og-aftaletekster/handlingsplan-for-fns-verdensmaal/,Handlingsplan for FN’s verdensmål – Danmarks opfølgning på FN’s verdensmål for bæredygtig udvikling Regeringen vil yde et ambitiøst bidrag til den globale opnåelse af verdensmålene ved at følge op nationalt og internationalt.,369000.0,,
161.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,frivilligcenter-odense,,De 17 verdensmål – Frivilligcenter Odense,https://www.frivilligcenter-odense.dk/for-foreninger/foreningsservice/verdensmaal/,"Verdensmålene skal også give mulighed for at samarbejde om fælles mål – dette både som individ, som virksomhed, som civilsamfund og som by. I brochuren kan du blive klogere på, hvad de 17 verdensmål handler om både i et globalt og dansk perspektiv.",369000.0,,
163.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,tuborgfondet,,Verdensmål - Tuborgfondet,https://www.tuborgfondet.dk/verdensmaal,"Tuborgfondet støtter både organisationer, der er drevet af unge og for unge og unge, som går sammen om en fælles sag, der bidrager til at gøre en forskel for andre, miljøet",369000.0,,
166.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,odense,,"FN""s Verdensmål i Odense",https://www.odense.dk/byens-udvikling/verdensmaal-i-odense,"Med verdensmålene peger FN på, at den sociale, økonomiske og miljømæssige udvikling er tæt forbundne og kræver en integreret indsats. Grundtanken med verdensmålene er, at vi skal kunne leve et godt liv i dag, samtidig med, at vi giver verden videre i en ordentlig stand, så vores børn og børnebørn kan leve et lige så godt liv i fremtiden.",369000.0,,
167.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,csr,,"FN""s verdensmål - CSR - Greenland",https://csr.gl/verdensmaal/,"193 medlemslande vedtog 17 Verdensmål ved FN’s generalforsamling i 2015. Verdenssamfundet skal i fællesskab frem til 2030 arbejde for at gøre verden mere bæredygtig. Årsagen til denne fælles opgave er ganske enkel: Nuværende generationer skal bistå med at sikre verden til fremtidens generationer.Verdensmålene er udformet således, at indsatser bæres af lokale …",369000.0,,
