result #,search engine,query,discourse,language,domain,Manual actor name,article title,article url,article description,total nr of results (best guess),"Type (Kommunal, virksomhed, statslig)",Kommentarer / Er det en relevant kvalitativ case? Hvorfor?,index,resolved,status,error,filename,mimetype,encoding
140.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,ft,,Danmark som foregangsland for verdensmålene,https://www.ft.dk/samling/20151/almdel/liu/bilag/35/1600244.pdf,"verdensmål, som Danmark på nuværende tidspunkt ikke opfylder. Implementeringen af verdensmålene skal sammentænke de tre dimensioner af bæredygtig udvikling (sociale, miljømæssige og økonomiske) og adressere globale problemstillinger, der kræver handling fra alle",369000.0,,,67,,,ssl,,,
115.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,erhvervsstyrelsen,,Rådet for Samfundsansvar og Verdensmål ...,https://erhvervsstyrelsen.dk/raadet-samfundsansvar-og-verdensmaal,"at verdensmål 8 både opgøres som arbejdsproduktivitet (vores evne til at skabe værdi med den samme arbejdsindsats), beskæftigelsesfrekvens (for forskellig grupper i samfundet, fordelt på køn og herkomst), og ledighed bland nyuddannede (opdelt efter uddannelsestype) jf.",369000.0,,,47,,200,,e73b0b50-09e0-4f35-aea1-8c7ccc21cd2d.html,text/html,utf-8
124.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,ms,,17 nye verdensmål – hele klodens fremtid ...,https://www.ms.dk/verdensmaal/beskrivelse,"De nye verdensmål afløser FN’s otte 2015-mål, som har sat rammen om indsatsen mod blandt andet sult og fattigdom de seneste femten år. Målene blev endeligt godkendt af verdens ledere på et møde i New York i september 2015. De kommer til at gælde for alle lande – også Danmark. De nye verdensmål har fået en langt bredere karakter end de gamle 2015-mål og inddrager flere …",369000.0,,,54,,200,,be9821a2-63d3-42f9-99f0-d07a9bb1fab5.html,text/html,utf-8
139.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,kk,,Verdensmål i fokus - Afdelingen for Bæredygtig Udvikling,https://www.groen.kk.dk/da/alt-om-os/verdensmaal-i-fokus/,"Gennem inddragelse, viden og konkrete hands-on aktiviteter, omsætter ”Verdensmål i Fokus” svære og komplekse emner, så det bliver forståeligt for vores målgrupper. Eleverne opnår redskaber og handlekompetencer inden for de emner, FN’s 17 Verdensmål beskæftiger sig med, f.eks. i forhold til vand, elektricitet, plastik og ...",369000.0,,,66,,200,,8a1687d4-7aed-447e-a9be-304bcb1df3b7.html,text/html,utf-8
119.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,um,,Verdensmålene - Udenrigsministeriet,https://um.dk/da/danida/strategi%20og%20prioriteter/verdensmaal/,"Verdensmålene er gensidigt afhængige og balancerer de tre dimensioner af bæredygtig udvikling – økonomisk, socialt og miljømæssig. Verdensmålene gælder derfor for alle verdens lande og har i kraft af deres universalitet både en national og en international dimension.",369000.0,,,49,,200,,cd132c1e-c6a3-4944-bf78-751cb6f859aa.html,text/html,utf-8
127.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,fnforbundet,,"FN-forbundet - FN""s 17 Verdensmål",https://fnforbundet.dk/for-skoler/mere-viden/verdensmaalene/,"FN""s 17 Verdensmål. FN’s 17 verdensmål for bæredygtig udvikling skal skabe bedre leveforhold for alle verdens borgere, samt sikre planetens fremtid. Flere af målene overlapper og understøtter hinanden og skal derfor ses som en helhed. Den gensidige afhængighed målene i mellem betyder, at de vedrører alle og alt omkring os.",369000.0,,,57,,200,,90bf77ab-8626-4b93-821a-7ea9280e7772.html,text/html,utf-8
142.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,wikipedia,,"FN""s verdensmål - Wikipedia, den frie encyklopædi",https://da.wikipedia.org/wiki/FN%27s_verdensm%C3%A5l,"FN’s 17 verdensmål for bæredygtig udvikling for alle FN’s medlemslande blev besluttet den 2. august 2015 og formelt vedtaget 25. september 2015 til afløsning af det tidligere sæt af udviklingsmål, 2015-målene. Det skete i forbindelse med FN""s generalforsamling.Mange af de vigtigste forslag i de 17 nye udviklingsmål og 169 delmål bygger på 2015-målene.",369000.0,,,69,,200,,d4ad1151-2b0d-4837-aaf8-0870c74c53c2.html,text/html,utf-8
42.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,planmiljoe,,Rådgivning i bæredygtig omstilling | PlanMiljø | Danmark,https://www.planmiljoe.dk/,"Vi har forskellige ekspertiser og fagligheder samlet under samme tag. Det betyder, at vi kan favne bredt og supplere hinanden. Vi er antropologer, etnologer, miljøplanlæggere, LCA-eksperter, teknologer, kommunikatører, politologer, socio-økonomer og sociologer, og vi anvender vores forskellige metoder og tilgange i en bred variation af tværfaglige projekter.",1640000.0,privat,,15,,200,,33849b67-a359-4b7d-a696-a3641cda7b47.html,text/html,utf-8
132.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,danskindustri,,Forstå FN verdensmålene og sæt fokus på bæredygtig ...,https://www.danskindustri.dk/SDG-verdensmal/forsta-verdensmalene/,"Da verdensmålene repræsenterer de værdier, som Millennial-generationen leder efter hos en fremtidig arbejdsgiver, er Danmark og danske virksomheder godt stillet i jagten på de unge talenter fra både ind- og udland. Der er derfor et stort potentiale i at benytte verdensmålene som løftestang, ...",369000.0,,,61,,200,,a632c34c-75fa-4954-9603-e22d1e088df8.html,text/html,utf-8
141.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,middelfart,,"FN""s Verdensmål - Middelfart Kommune",https://www.middelfart.dk/Politik%20og%20demokrati/Vision%20og%20udvikling/FN,"FN""s Verdensmål ’Den 25. september 2015 vedtog verdens regeringsledere på FN topmødet i New York en hidtil uset ambitiøs og transformativ udviklingsdagsorden, der frem til 2030 skal sætte os kurs mod en mere bæredygtig udvikling for både mennesker og planeten, vi bor på’.",369000.0,,,68,https://www.middelfart.dk/sitecore/service/notfound.aspx?item=%2fpolitik+og+demokrati%2fvision+og+udvikling%2ffn&user=extranet%5cAnonymous&site=www_middelfart_dk,404,,,,
106.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,kl,,Verdensmål,https://www.kl.dk/tema/verdensmaal/,"Kommunerne har taget FN""s Verdensmål til sig og er en del af den fælles retning FN har sat for en bæredygtig verden. Verdensmålene udgør 17 konkrete mål og 169 delmål. Formålene med Verdensmålene er at afskaffe fattigdom og sult i verden, reducere uligheder, sikre god uddannelse og bedre sundhed til alle, skabe anstændige jobs og sikre mere bæredygtig økonomisk vækst.",369000.0,,,40,,200,,681939f8-0ff6-4145-b947-2a590b293115.html,text/html,utf-8
126.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,realdania,,"FN""s Verdensmål er vores alle sammens mål - Realdania",https://realdania.dk/nyheder/2020/09/fns-verdensmaal-er-vores-alle-sammens-maal,"Med en tværgående samfundsindsats og inddragelse af en lang række parter, er der nu fastsat 197 danske målepunkter for Danmarks arbejde med verdensmålene. Realdania har sammen med en række fonde støttet arbejdet, og adm. direktør Jesper …",369000.0,,,56,,200,,ffe086f5-e23d-40a2-b5cd-c47c411d9919.html,text/html,utf-8
144.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,unicef,,"Hvordan kan vi anvende FN""s Verdensmål | UNICEF Danmark",https://www.unicef.dk/fns-verdensmaal/,"Alle 17 verdensmål involverer børn, da børn og unge er helt afgørende for vores fælles fremtid. Læs her hvordan vi arbejder målrettet med at nå Verdensmålene.",369000.0,,,71,,200,,f475286e-813d-4bc6-bd1a-b5c6661765cc.html,text/html,utf-8
101.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,verdensmaalene,,Verdensmålene | Verdensmålene - for bæredygtig udvikling,https://www.verdensmaalene.dk/fakta/verdensmaalene,"17 Verdensmål. Verdensmålene udgør 17 konkrete mål og 169 delmål, som forpligter alle FN’s 193 medlemslande til helt at afskaffe fattigdom og sult i verden, reducere uligheder, sikre god uddannelse og bedre sundhed til alle, anstændige jobs og mere bæredygtig økonomisk vækst.",369000.0,,,37,,200,,c986f2a3-b3d1-41fc-919f-1e191d585db1.html,text/html,utf-8
150.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,odense,,De 17 verdensmål - globalt og lokalt,https://www.odense.dk/byens-udvikling/verdensmaal-i-odense/de-17-verdensmaal,"Med verdensmålene peger FN på, at den sociale, økonomiske og miljømæssige udvikling er tæt forbundne og kræver en integreret indsats. Herunder på siden kan du læse om, hvad de 17 verdensmål kan handle om både i et globalt og dansk perspektiv. Klik på det verdensmål, som du gerne vil læse mere om: Verdensmål 1: Afskaf fattigdom",369000.0,,,74,,200,,7c43aa79-5883-4bca-9830-cc781b6d52a5.html,text/html,utf-8
160.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,regeringen,,"Handlingsplan for FN""s 17 verdensmål - Regeringen.dk",https://www.regeringen.dk/publikationer-og-aftaletekster/handlingsplan-for-fns-verdensmaal/,Handlingsplan for FN’s verdensmål – Danmarks opfølgning på FN’s verdensmål for bæredygtig udvikling Regeringen vil yde et ambitiøst bidrag til den globale opnåelse af verdensmålene ved at følge op nationalt og internationalt.,369000.0,,,79,https://www.regeringen.dk/aktuelt/publikationer-og-aftaletekster/handlingsplan-for-fns-verdensmaal/,200,,2e1ce160-8a31-4860-ace6-a0b9a1da0106.html,text/html,utf-8
121.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,aktionverdensmaal,,Aktion Verdensmål,https://aktionverdensmaal.net/,"Med Aktion Verdensmål drømmer vi om at sætte skub i en bevægelse i samfundet, hvor FNs Verdensmål bliver omdrejningspunktet for en fælles fremtid. Bevægelsen starter nedefra og skolen er en vigtig medspiller, hvor både undervisere, ...",369000.0,,,51,,200,,73278f17-4e56-4bb6-ac90-c80b7e75985b.html,text/html,utf-8
161.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,frivilligcenter-odense,,De 17 verdensmål – Frivilligcenter Odense,https://www.frivilligcenter-odense.dk/for-foreninger/foreningsservice/verdensmaal/,"Verdensmålene skal også give mulighed for at samarbejde om fælles mål – dette både som individ, som virksomhed, som civilsamfund og som by. I brochuren kan du blive klogere på, hvad de 17 verdensmål handler om både i et globalt og dansk perspektiv.",369000.0,,,80,,200,,3391bf52-d323-4574-ac0f-a5bf4e0964fd.html,text/html,utf-8
114.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,redbarnet,,Vores Verdensmål - undervisningsmateriale fra Red Barnet,https://redbarnet.dk/skole/vores-verdensmaal-ret-til-fremtiden/,"Verdensmål og børns rettigheder går hånd i hånd. Verdensmålene kan være med til at sikre, at børns rettigheder bliver overholdt, så alle får lov at gå i skole, ikke oplever vold og kan vokse op blandt voksne, de er trygge ved. Det arbejder vi for hver dag året rundt i Red Barnet.",369000.0,,,46,,200,,95b66fc7-9f2b-4e41-b641-9a9958f9565d.html,text/html,utf-8
169.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,samfundsansvar,,"Danske virksomheder og FN""s 17 verdensmål | samfundsansvar.dk",https://samfundsansvar.dk/smver-og-fns-verdensmaal,"Verdensmålene for bæredygtig udvikling er 17 mål, der tilsammen skal pege os i retning af en bæredygtig fremtid. Dansk erhvervsliv består langt overvejende af små og mellemstore virksomheder (SMV""er) og derfor spiller disse virksomheder en central rolle i opfyldelsen af målene.",369000.0,,,85,,200,,60bdc339-9b0e-42af-87a3-070282c9c11b.html,text/html,utf-8
135.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,sweco,,FN’s Verdensmål – Sweco Denmark,https://www.sweco.dk/baeredygtighed/fns-verdensmaal/,"FN’s Verdensmål er 17 konkrete mål for en bedre verden. Disse mål skal være opfyldt i 2030. Det har aldrig været vigtigere, at vi står sammen om en fælles klimaindsats. Swecos mål er at være klimaneutrale i 2040 og gå forrest i alle de markeder, vi opererer i.",369000.0,,,63,,200,,c035b7eb-22ed-4845-9c83-99281f52ae3a.html,text/html,utf-8
163.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,tuborgfondet,,Verdensmål - Tuborgfondet,https://www.tuborgfondet.dk/verdensmaal,"Tuborgfondet støtter både organisationer, der er drevet af unge og for unge og unge, som går sammen om en fælles sag, der bidrager til at gøre en forskel for andre, miljøet",369000.0,,,81,,200,,16561794-b4d1-4aa5-b9a0-e0ad6bed50a3.html,text/html,utf-8
168.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,via,,"FN""s verdensmål og bæredygtighed - vi arbejder for ...",https://www.via.dk/om-via/baeredygtighed,"Som forlængelse af verdensmål 4, 8 og 9 er entreprenørskab en del af vores DNA. Det er blevet belønnet for tredje gang i 2019. Læs mere om kåringen. Vi satser stort på FN""s verdensmål ""Bæredygtig og cirkulær tænkning er en forudsætning for, at man i fremtiden kan udføre sit arbejde på en samfundsmæssig forsvarlig måde"".",369000.0,,,84,,200,,0d2f785d-b964-4623-91da-0ddfa4b8cedc.html,text/html,utf-8
158.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,rodekors,,Verdensmål SDG | Røde Kors,https://www.rodekors.dk/stoet/virksomheder/verdensmaal-sdg,"Arbejder din virksomhed strategisk med at løfte verdensmålene? Så vil vi gerne invitere til et samarbejde, hvor vi sammen kan gøre langt mere gennem innovative løsninger, der gør brug af hinandens kernekompetencer, ekspertise og ressourcer.",369000.0,,,78,,200,,e3f24ff5-3f04-4d87-8266-158706bc3d85.html,text/html,utf-8
173.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,ds,,Standarder og verdensmålene - Dansk Standard,https://www.ds.dk/da/nyhedsarkiv/2019/12/standarder-og-verdensmaalene,Standarder og verdensmålene Grøn omstilling og den bæredygtige dagsorden har fået danske virksomheder og organisationer til at sætte fokus på bl.a. FN’s verdensmål og cirkulær økonomi. Men virksomhederne efterlyser værktøjer til at implementere målene i deres forretning.,369000.0,,,89,,200,,ae309647-1255-40c9-a0f4-ec08dc1d716e.html,text/html,utf-8
138.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,fredericia,,Fredericia for Verdensmålene | fredericia.dk,https://www.fredericia.dk/verdensmaalene,"Verdensmålene består af 17 konkrete mål og 169 delmål, der tilsammen udgør en ambition for hele verdens udvikling frem til 2030. Verdensmålene forpligter landene til helt at afskaffe fattigdom og sult i verden, reducere uligheder, sikre god uddannelse og bedre sundhed til alle, anstændige job og mere bæredygtig økonomisk vækst.",369000.0,,,65,,200,,61a270ee-9fc0-45c4-bb72-bafa4526f1a6.html,text/html,utf-8
148.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,2030-panelet,,2030-panelet: Tværsektorielt rådgivende organ for fremme ...,https://www.2030-panelet.dk/,"Replik: Verdensmålene er alt andet end nonsens 20. marts 2021 Martin Bernsen beskylder i Weekendavisen Verdensmålene for at være en spændetrøje, der truer både undervisnings- og metodefriheden. Læs Thomas Ravn-Pedersen og Lene Dammand Lunds svar på …",369000.0,,,72,,200,,ba0350df-d1a3-4635-8622-5116c7eb3e53.html,text/html,utf-8
151.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,taenk,,Verdensmål: Forbrugerrådet Tænk arbejder for en ...,https://taenk.dk/om-os/om-forbrugerraadet-taenk/verdensmaal,"Verdensmålene skal sikre en bedre fremtid for alle. FN har lavet 17 verdensmål. De skal sikre en bæredygtig udvikling for hele klodens befolkning. Målene er blandt andet at udrydde fattigdom, forbedre uddannelse og sundhed, støtte fred, opnå ligestilling, bekæmpe klimaforandringer og sikre ansvarligt forbrug og produktion.",369000.0,,,75,,200,,97bf7753-d1a8-4fb1-9907-b655a51ae7ad.html,text/html,utf-8
97.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,regionsjaelland,,Miljø - Region Sjælland - Region Sjælland,https://www.regionsjaelland.dk/MILJO/Sider/default.aspx,"Få overblik over Region Sjællands arbejde med miljø og klima. Læs om bekæmpelse af jordforurening, indvinding af råstoffer og de klimaprojekter, vi støtter. Find også information om udvikling af naturparker, energirenovering og den regionale klimastrategi.",1640000.0,kommunal,,34,,200,,3cbc8cce-5291-4654-bcac-bbff3ae0169b.html,text/html,utf-8
108.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,bygherreforeningen,,Få hjælp til bæredygtigt byggeri med FNs verdensmål I ...,https://bygherreforeningen.dk/viden/baeredygtighed/bygherrens-arbejde-med-fns-verdensmaal/,"Brug verdensmålene. Med baggrund i FN’s 17 verdensmål og de underliggende delmål, har Bygherreforeningen udarbejdet en række pejlemærker, som er en oversættelse af de enkelte verdensmål til en bygherres univers.",369000.0,,,41,,200,,e77face0-4d0d-449e-9e9d-556d9d30e9cf.html,text/html,utf-8
133.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,sdu,,Vores Verdensmål - SDU,https://www.sdu.dk/da/voresverdensmaal,"SDU arbejder ambitiøst og helhjertet med FN’s verdensmål for bæredygtighed. Arbejdet præger hele SDU i relation til vores forskning, undervisning, …",369000.0,,,62,,200,,f34b1140-2e3c-438a-8b6f-e0a38c2d2209.html,text/html,utf-8
137.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,loekkefonden,,"FN""s verdensmål - LøkkeFonden",https://loekkefonden.dk/om-loekkefonden/fns-verdensmaal/,"FN’s verdensmål går ind under princippet om universalitet. Det vil sige, at målene forpligter alle verdens lande, herunder også Danmark, til at arbejde frem mod målsætninger, der omhandler alt lige fra sundhed og trivsel til kvalitetsuddannelser. I LøkkeFonden tilslutter vi os verdensmålene.",369000.0,,,64,,200,,fb551a1a-c275-4bd8-b610-1d92969803cd.html,text/html,utf-8
186.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,fremtidensbiblioteker,,"Verdensmål, ældre & biblioteker",https://www.fremtidensbiblioteker.dk/verdensml-og-ldre,"FN’s verdensmål er blevet en stærk katalysator for nyskabende løsninger og fællesskaber. Rigtig mange aktører bidrager på forskellige måder til den bæredygtige udvikling. Men skal vi som samfund for alvor rykke i retning af at realisere verdensmålene, …",369000.0,,,100,,200,,8ce772aa-7925-449d-937d-38750933e579.html,text/html,utf-8
79.0,bing,"""miljø*"" AND (“affald” OR “forurening” OR “naturressourcer” OR “genbrug” OR “udtømning af ressourcer” OR “vedvarende” OR “økosystem""",,Danish,odsherred,,Miljø og klima | Odsherred Kommune,https://www.odsherred.dk/politik/politikker-og-planer/politikker/miljoe-og-klima,"Natur, miljø og affald . Natur; Erhvervsaffald . Genbrugsstationer . Genbrugsstationernes åbningstider; Nummerpladegenkendelse; Administrationsgebyr; Byggeaffald; Tømning af olie og benzinudskillere; VVM; Vandindvinding . Registrer vandindvindingsdata; Indberetning af vandmængder; Markvand; Fornyelse af indvindingstilladelser; Boringer og erstatningsboringer; …",1640000.0,kommunal,pdf,24,,200,,d28c5f37-c4b3-4457-87e5-83cb07aa6f43.html,text/html,utf-8
185.0,bing,"“verdensmål"" OR ""verdensmålene""",,Danish,deg,,"FN""s verdensmål giver en god ramme og retning for at ...",https://deg.dk/fileadmin/2._Aktuelt/1._Fokus/FN_s_verdensmaal/190405_Undersoegelse_om_FNs_verdensmaal_paa_erhvervsskolerne.pdf,"verdensmålene på flere skoler. 57 pct. af direktørerne har inddraget eleverne i strategiarbejdet. • Verdensmålene indgår på erhvervsskolerne som helhed (både i uddannelse og drift) på 86 pct. af de skoler, der arbejder strategisk med FN’s verdensmål.",369000.0,,,99,,200,,c05cb3cc-70af-4bfe-96bc-cdb9cf3467a8.pdf,application/pdf,
