Id,urls,text,discourse: Climate change,discourse: Environment,discourse: Green growth,discourse: Sustainability,discourse: UN SDGs,area: Arctic,area: Arctic Norway,area: Extended Arctic,area: Faroed Islands,area: Greenland,area: Iceland,area: Nunavut,area: Sami
The Green Climate Fund (GCF) was urged to make its financing instruments available to all countries, ensure timely disbursement of approved funding, and to launch its first replenishment process in 2018.
ADB’s deepening engagement on climate
ADB is broadening its engagement with the GCF. The institutions signed an Accreditation Master Agreement in August 2017. ADB is developing a robust pipeline of project proposals for submission in 2018, and has thus far secured nearly $75 million in GCF financing for ADB projects in its Pacific developing member countries.
ADB to double climate financing for Pacific to $500 million until 2020
With GCF financing, ADB will help to make a water supply system for Fiji’s capital Suva more climate-resilient, support seven Pacific countries to accelerate implementation of renewable energy and help ensure year-round connectivity for Nauru through the construction of climate-resilient port infrastructure.
Moreover, in line with its 2015 commitment to deliver $6 billion in climate finance annually by 2020 from its own resources, ADB will also double climate finance to its Pacific developing member countries to $500 million between 2017 and 2020.
In Bonn, some headway was made on the rules and procedures underpinning the Paris Agreement, commonly called the “Paris Rulebook”, particularly regarding Nationally Determined Contributions (NDCs), transparency, and carbon markets.
Regarding NDCs, which outline intended climate actions by countries and will be periodically reviewed and strengthened, discussions centered on the establishment of clear rules for NDC structuring, implementing, and updating.
I was happy to announce that ADB has joined the NDC Partnership, a grouping of around 65 countries and the European Union—among them 27 ADB members—and development organizations committed to supporting the implementation of ambitious NDCs.
Talanoa Dialogue supports achieving climate ambitions through collective action
ADB is working to launch a dedicated NDC support platform in 2018. This platform, for which $3 million in initial funding has been secured from ADB’s Climate Change Fund, is intended to support selected developing member countries in turning their NDCs into bankable climate investment plans.
Collective action to hit climate targets
Progress was made in Bonn on the sensitive issues of increasing transparency of financial flows and monitoring compliance of climate actions. The Talanoa Dialogue, a consultative dialogue set to continue throughout 2018, aims to support an open and constructive exchange on how climate ambitions can be enhanced through collective action.
For its part, in addition to reporting its overall annual climate investment and greenhouse gas footprint, ADB has begun to publicly disclose information on every project that involves climate mitigation or adaptation finance, a first among multilateral development banks.
Through its Climate Change Operational Framework 2017-2030, ADB has also committed to measuring and reducing its portfolio-level greenhouse gas emissions in line with efforts to limit global warming to 2°C.
ADB also requires that the social cost of carbon be considered in the economic analysis of projects. This valuation should apply to the difference in emissions between the with and without project scenarios. Based on a meta-analysis conducted for the IPCC’s Fifth Assessment Report, a 2016 value of $36 per ton of CO2-equivalent emissions (rising 2% in real terms annually) is applied to reflect the marginal damage cost of emissions.
Though no text was adopted, there were some positive developments regarding the market mechanisms envisaged under Article 6 of the Paris Agreement. ADB has supported carbon pricing through its continued engagement with existing and emerging carbon markets by facilitating carbon finance through trust funds and capacity-building support for market-based opportunities in emissions reduction.
ADB to spur investments in climate-friendly technologies to achieve NDCs
These efforts will continue. ADB is committed to helping its developing member countries to use market mechanisms to incentivize investments in climate-friendly technologies for achieving their respective NDCs. At COP 23, ADB presented an assessment of its Future Carbon Fund projects, demonstrating strong linkages between investments in climate change mitigation projects and the delivery of sustainable development co-benefits.
Conversely, little progress was made on the issue of loss and damage, which seeks to address the disproportionate impact of climate change on countries that have made little historical contribution to the problem.
Helping the most vulnerable
Some of these impacts are becoming evident. ADB presented at COP 23 its flagship report A Region At Risk: The Human Dimensions of Climate Change in Asia and the Pacific, which outlines how climate change is already impacting human development in the region and underscores the importance of taking decisive climate action to help the most vulnerable.
To help countries cope, a major new initiative, the InsuResilience Global Partnership for Climate and Disaster Risk Finance and Insurance Solutions, was launched by the G20 countries in partnership with the so-called “Vulnerable 20”. The latter is a group of 43 climate vulnerable countries-18 of which are ADB developing member countries- which aims to help an additional 400 million poor and vulnerable people gain access to climate risk and insurance solutions.
ADB is supporting the aims of the partnership through the Asia-Pacific Climate Finance Fund (ACliFF), a new trust fund to increase developing countries’ access to financial products to address both climate investment risk and climate risk. Germany has committed an initial €28 million to ACliFF, which will initiate operations in 2018.
Going forward, development finance institutions will be expected to deliver more climate finance and related support to countries, and to make all their activities compatible with efforts to address climate change. ADB has an opportunity to play an even more significant role in helping our developing member countries fulfill their climate pledges.
This article was originally published by The Climate Group and is republished with permission.
NEW DELHI: The Climate Group and Clean Energy Access Network will host the third India Energy Access Summit from February 12-13, 2018, catalyzing leaders and innovators from India and beyond to accelerate clean power for all.
The Summit, now in its third year, will bring together policymakers, investors and businesses in the decentralized renewable energy (DRE) space to identify opportunities, challenges and successes in India’s fast-changing energy landscape.
Through high-level panel discussion, TED-style talks and thematic workshops, attendees will explore how scaling up decentralized renewable energy will simultaneously accelerate India’s energy transition as well as support the country’s commitments to deliver India’s Nationally Determined Contributions on climate and UN Sustainable Development Goals (SDGs).
Panel discussions will be split across two days and will range from sessions about India’s leadership on 100% electrification by 2022, the role of the private sector, and big data analytics for energy access, to enabling India’s mainstream financing for scaling up DRE. A draft agenda is available on the event page.
In India, it is estimated that more than 230 million people do not have access to electricity, so rely on dangerous, fossil-fuel based energy sources such as kerosene lamps. Without access to modern electricity, income generation and other socio-economic benefits are limited.
While the government aims to provide electricity to all households by 2022, DRE plays a vital role in meeting the reliable, affordable power requirements of these under-served communities more urgently.
Jarnail Singh, India Director, The Climate Group, says: ""The third India Energy Access Summit will explore the new role of decentralized renewable energy as well as the business community in accelerating clean power for all – the mission that underpins India’s superlative performance towards achieving its SDGs.
“The 2018 Summit will also capitalize on the unprecedented political will that is currently being exhibited by the Government of India to electrify all households by 2022. We look forward to leaders and innovators from India and beyond joining us to drive universal energy access.""
© Copyright 2013. B4E Summit by Global Initiatives. All rights reserved. . ",False,True,False,False,False,False,False,False,True,False,False,False,False
ohchr,http://ohchr.org/ https://www.ohchr.org/en/hrbodies/upr/pages/uprmain.aspx http://ohchr.org/ ,"A new fact sheet sets out how the harms caused by climate change translate to human rights violations. Frequently asked questions on human rights and climate change also provides guidance for States on how to address the climate crisis while respecting, protecting and fulfilling human rights.
More informationAll Stories
“This is a momentous verdict. It is also a testament to the courage and perseverance of George Floyd’s family and many others calling for justice,” said UN High Commissioner for Human Rights Michelle Bachelet.
More informationAll Stories
A new report advocates a more people-centred approach when creating drug policy. The report, Drug Decriminalisation: Progress or Political Red Herring, was the focus of a recent event organized at the margin of the last session of the United Nations Commission on Narcotic Drugs.
More informationAll Stories
Securing the equality and genuine inclusion of Roma, people of African descent, Jews, Muslims and others will require action on structural issues, including racial profiling and socioeconomic disparities, as well as reparatory justice, the High Commissioner told an EU conference
More informationAll Stories
Join us in promoting and defending human rights for everyone, everywhere. Stand up for human rights and take action for stronger respect, greater freedom and more compassion.
More informationAll Stories . Latest press releases related to the UPR
UPR Practical Guidance
In launching the Call to Action for Human Rights, on 24 February 2020, at the opening of the 43th session of the Human Rights Council, theUN Secretary-Generalstated that “new practical guidance to every UN country leader around the world to strengthen our platforms of cooperation to address human rights challenges utilizing the power and potential of the Universal Periodic Review” would soon be issued. A
UPR Practical Guidance, [العربية |
中文 |
English |
Français |
Русский |
Español] prepared by OHCHR, in consultation with the entire UN system, was finalised on
18 August 2020 and aims at providing advice on how UN entities at country level can engage in the UPR process to support progress by Member States on human rights and the SDGs, as well as on the prevention and sustaining peace agendas.
UPR -
Tips for engagement at country level for NHRIs and NGOs
(Español)
UPR -
UPR Tips for Members of Parliament
(Français|
Español)
Engaging parliaments on the promotion of human rights including on the work of the UN Human Rights Council and its Universal Periodic Review (UPR)
Virtual workshop for parliamentarians in charge of human rights of parliaments of countries in the
Asia-Pacific region, all Members of the Commonwealth, organized by the Inter-Parliamentary Union (IPU), the Commonwealth Secretariat (ComSec) and the Office of the United Nations High Commissioner for Human Rights (OHCHR) (17-18 November 2020)
Virtual workshop for committees in charge of human rights of the Parliaments of the
Caribbeanand Canada,
Africa and Europe,
Members of the Commonwealth, organized by the
Inter-Parliamentary Union (IPU), the Commonwealth Secretariat (ComSec) and the Office of the United Nations High Commissioner for Human Rights, (13-14 July 2020)
Statements by:
Martin Chungong, IPU Secretary General
Michelle Bachelet, High Commissioner for Human Rights
Elisabeth Tichy-Fisslberger, HRC President
Patricia Scotland, SG of the Commonwealth Secretariat
Background information available in
Arabic,
Chinese,
English,
French,
Russian and
Spanish
Informal briefing for delegations:
Some UPR Good practices (videos): . A new fact sheet sets out how the harms caused by climate change translate to human rights violations. Frequently asked questions on human rights and climate change also provides guidance for States on how to address the climate crisis while respecting, protecting and fulfilling human rights.
More informationAll Stories
“This is a momentous verdict. It is also a testament to the courage and perseverance of George Floyd’s family and many others calling for justice,” said UN High Commissioner for Human Rights Michelle Bachelet.
More informationAll Stories
A new report advocates a more people-centred approach when creating drug policy. The report, Drug Decriminalisation: Progress or Political Red Herring, was the focus of a recent event organized at the margin of the last session of the United Nations Commission on Narcotic Drugs.
More informationAll Stories
Securing the equality and genuine inclusion of Roma, people of African descent, Jews, Muslims and others will require action on structural issues, including racial profiling and socioeconomic disparities, as well as reparatory justice, the High Commissioner told an EU conference
More informationAll Stories
Join us in promoting and defending human rights for everyone, everywhere. Stand up for human rights and take action for stronger respect, greater freedom and more compassion.
More informationAll Stories . ",True,False,False,False,True,False,False,False,True,False,False,False,False
icomos,https://www.icomos.org/en https://www.icomos.org/en ,"ICOMOS
Cookies Policy
ICOMOS informs you that, when browsing the ICOMOS website and all the pages of this domain, cookies are placed on the user's computer, mobile or tablet. No cookies are used to track users for commercial or advertising purposes.
A cookie is a piece of information stored by a website on the user's computer and that the user's browser provides to the website during each user’s visit.
These cookies essentially allow ICOMOS to:
- facilitate the user’s browsing on the site and activate interactive modules present on the site (required cookies: it is not possible to refuse these cookies if you want to browse the site)
- to establish statistical analysis of the site’s usage (optional cookies).
You will find below the list of cookies used by our website and their characteristics:
- “Cookieaccept”: indicates that you have accepted the cookie policy via the notification which appears the first time you visit the website (1 year duration)
- “OctoShowModalPhotobank”: indicates that you checked the box ""Do not show this information next time"" when you visited our Photobank and viewed the message ""Welcome to the ICOMOS Collaborative Image Bank!"" (1 year duration)
- “joomla_remember_me_a12e1f90ec76162d7747594b6c19ffed“: indicates that you have ticked the ""Remember me"" box when you log in with your user account to log in automatically during your next visit (1 year duration)
- “joomla_user_state“: indicates that you have successfully identified yourself after login into your user account (lasts as long as your session, the cookie is deleted once your browsing is finished on the ICOMOS website)
- Session cookie: its name is composed of a chain of 32 characters, it is essential to the functioning of any website and identifies your session on the site which opens the first time you consult a page on the site (lasts as long as your session).
Cookies created by the use of a third-part service on the website:
- ”_utma, _utmb, _utmc, _utmz”: Google Analytics Service, used to collect anonymous data about visits on our website, such as the number of visitors per month, and to improve the quality of the site; it cannot be used for individual identification purposes (duration: see details on:
https://developers.google.com/analytics/devguides/collection/analyticsjs/cookie-usage)
- “_atuvc youtube”: allows us to embed videos on our website from Youtube. YouTube will not store any personal data while playing the embedded video in extended privacy mode (duration varies, see Google site for more details:
https://policies.google.com/technologies/types?hl=en)
For information:
- the data collected is not cross-checked with other treatments;
- the cookie is only used for the production of anonymous statistics;
- the cookie does not make it possible to follow the user’s browsing on other sites.
You can set up your browser to alert you of the presence cookies and offer you to accept them or not. You can accept or refuse cookies on a case-by-case basis or refuse them once and for all. However, some features of the ICOM website cannot function properly without cookies activated.
The setting of cookies is different for each browser and generally described in the help menus. You will find more explanations on how to proceed via the links below.
Dowload ICOMOS Cookies Policy . ICOMOS
Cookies Policy
ICOMOS informs you that, when browsing the ICOMOS website and all the pages of this domain, cookies are placed on the user's computer, mobile or tablet. No cookies are used to track users for commercial or advertising purposes.
A cookie is a piece of information stored by a website on the user's computer and that the user's browser provides to the website during each user’s visit.
These cookies essentially allow ICOMOS to:
- facilitate the user’s browsing on the site and activate interactive modules present on the site (required cookies: it is not possible to refuse these cookies if you want to browse the site)
- to establish statistical analysis of the site’s usage (optional cookies).
You will find below the list of cookies used by our website and their characteristics:
- “Cookieaccept”: indicates that you have accepted the cookie policy via the notification which appears the first time you visit the website (1 year duration)
- “OctoShowModalPhotobank”: indicates that you checked the box ""Do not show this information next time"" when you visited our Photobank and viewed the message ""Welcome to the ICOMOS Collaborative Image Bank!"" (1 year duration)
- “joomla_remember_me_a12e1f90ec76162d7747594b6c19ffed“: indicates that you have ticked the ""Remember me"" box when you log in with your user account to log in automatically during your next visit (1 year duration)
- “joomla_user_state“: indicates that you have successfully identified yourself after login into your user account (lasts as long as your session, the cookie is deleted once your browsing is finished on the ICOMOS website)
- Session cookie: its name is composed of a chain of 32 characters, it is essential to the functioning of any website and identifies your session on the site which opens the first time you consult a page on the site (lasts as long as your session).
Cookies created by the use of a third-part service on the website:
- ”_utma, _utmb, _utmc, _utmz”: Google Analytics Service, used to collect anonymous data about visits on our website, such as the number of visitors per month, and to improve the quality of the site; it cannot be used for individual identification purposes (duration: see details on:
https://developers.google.com/analytics/devguides/collection/analyticsjs/cookie-usage)
- “_atuvc youtube”: allows us to embed videos on our website from Youtube. YouTube will not store any personal data while playing the embedded video in extended privacy mode (duration varies, see Google site for more details:
https://policies.google.com/technologies/types?hl=en)
For information:
- the data collected is not cross-checked with other treatments;
- the cookie is only used for the production of anonymous statistics;
- the cookie does not make it possible to follow the user’s browsing on other sites.
You can set up your browser to alert you of the presence cookies and offer you to accept them or not. You can accept or refuse cookies on a case-by-case basis or refuse them once and for all. However, some features of the ICOM website cannot function properly without cookies activated.
The setting of cookies is different for each browser and generally described in the help menus. You will find more explanations on how to proceed via the links below.
Dowload ICOMOS Cookies Policy . ",True,False,False,False,True,False,False,False,True,False,False,False,False
msc,https://www.msc.org/what-we-are-doing/oceans-at-risk/climate-change-and-fishing https://www.msc.org/what-you-can-do/eat-sustainable-seafood/foodies-guides/sustainable-salmon , .  . ,False,False,False,True,True,False,False,False,True,False,False,False,False
ungm,https://www.ungm.org/Public/Notice ,"Wish you had known about a tender earlier? Wish you had more time?
We connect vendors to tenders. Subscribe to the Tender Alert Service now.
No notices were found matching these criteria.
Click 'View document' button to view notice in eSourcing portal.
Notices
Title
Deadline
Published
UN organization
Type of notice
Reference
Beneficiary country/territory . ",False,False,False,False,True,False,False,False,True,False,False,False,False
unjspf,https://www.unjspf.org/contact-us/ ,"Contact Us
The Fund is based in New York (United States) and also has an office in Geneva (Switzerland); it is in the process of starting small satellite offices in other parts of the world. The Fund serves more than 200,000 people. The Fund’s Secretariat employs 191 staff members, including the staff in Geneva, to take care of all pension-related matters. Work between the NY and Geneva offices is divided based on the case profile, i.e. by employing organization for participants and by official country of residence for retirees and beneficiaries.
We very much hope that you can find the information you need on this website. In case you do need to contact us, we invite you to use this form to select the topic of your concern and submit any questions or inquiries you may have to the UNJSPF. You will receive a confirmation email after submitting the form, providing some topic-specific information that might be useful. Your submitted query will then be routed to the appropriate office in the UNJSPF for processing.
Thank you.
Please note that the following form is secure.
If you have a comment or suggestion about the website, please let us know through our survey.
|ARGENTINA||08006661985||Toll-Free|
|AUSTRALIA||1800986631||Toll-Free|
|AUSTRIA||0800100485||Toll-Free|
|BANGLADESH||08001112230||Toll-Free|
|BELGIUM||080058539||Toll-Free|
|BENIN||(229)61509856||Local Number|
|BOSNIA AND HERZEGOVINA||(387)70311081||Local Number|
|BRAZIL||08007248292||Toll-Free|
|BULGARIA||080011044||Toll-Free|
|BURKINA FASO||(226)25300984||Local Number|
|CAMEROON||(237)697777888||Local Number|
|CANADA||(1)8338175824||Toll-Free|
|CHILE||12300204643||Toll-Free|
|CHINA||(86)1056971367||Local Number|
|COLOMBIA||018005183130||Toll-Free|
|COSTA RICA||(506)25397676||Local Number|
|COTE D’IVOIRE||(225)22468995||Local Number|
|CROATIA||(385)8007374||Toll-Free|
|CYPRUS||(357)80080804||Toll-Free|
|CZECH REPUBLIC||800022965||Toll-Free|
|DENMARK||80400313||Toll-Free|
|ECUADOR||1800000992||Toll-Free|
|EGYPT*||(20)8000009863||Toll-Free|
|FINLAND||0800525080||Toll-Free|
|FRANCE||0805981170||Toll-Free|
|GERMANY||08006279988||Toll-Free|
|GHANA||(233)242426448||Local Number|
|GREECE||(30)2119906055||Local Number|
|GUATEMALA||(502)22337199||Local Number|
|HUNGARY||(06)80180460||Toll-Free|
|INDIA||0008000501571||Toll-Free|
|INDONESIA||18030160003||Toll-Free|
|IRELAND||(353)1800832767||Toll-Free|
|ISRAEL||(972)37370097||Local Number|
|ITALY||800598995||Toll-Free|
|JAMAICA||(1)8767287011||Local Number|
|JAPAN||0120536708||Toll-Free|
|KENYA||0800221383||Toll-Free|
|LEBANON||9611202586||Toll-Free|
|MALAYSIA||01800383512||Toll-Free|
|MALI||(223)44960045||Local Number|
|MEXICO||018000408536||Toll-Free|
|MOROCCO||800096069||Toll-Free|
|NETHERLANDS||08000205918||Toll-Free|
|NEW ZEALAND||0800482314||Toll-Free|
|NIGERIA||(234)19125031||Local Number|
|NORWAY||80062605||Toll-Free|
|PAKISTAN||0080090033072||Toll-Free|
|PERU||080078482||Toll-Free|
|PHILIPPINES||632(8)5401164||Local Number|
|POLAND||(48)800144747||Toll-Free|
|PORTUGAL||(351)800600117||Toll-Free|
|RUSSIAN FEDERATION||88005000096||Toll-Free|
|SERBIA||0800191106||Toll-Free|
|SOUTH AFRICA||(27)800555530||Toll-Free|
|SOUTH KOREA||(82)808221403||Toll-Free|
|SPAIN||800000855||Toll-Free|
|SRI LANKA||(011)2029059||Toll-Free|
|SWEDEN||0201203145||Toll-Free|
|SWITZERLAND||0800672692||Toll-Free|
|THAILAND||1800012804||Toll-Free|
|TRINIDAD AND TOBAGO||18682241700||Local Number|
|TUNISIA||(216)31397750||Local Number|
|TURKEY||(90)2123755961||Local Number|
|UGANDA||(256)790978961||Local Number|
|UNITED KINGDOM||08000263737||Toll-Free|
|UNITED STATES OF AMERICA||(1)8336686931||Toll-Free|
|URUGUAY||4135985443||Toll-Free|
|ZIMBABWE||242799970||Local Number| . ",False,False,False,False,True,False,False,False,True,False,False,False,False
thealinker,https://www.thealinker.com/ ,"When Design
Matches Your
Determination
Matches Your
Determination
Health is an Attitude LEARN MORE FAQ ORDER HERE
The Alinker is a revolution in walk assists. It is a three wheeled self-propelled walking bike, designed for the user experience. The Alinker is a non-motorized walking-bike without pedals. The Alinker is for people who want to maintain an active life regardless of mobility challenges. The Alinker is challenging assumptions about people with disabilities and is building an inclusive community.
The Alinker company is a certified B Corporation and SHEEO venture, measuring social and environmental impact through the UN SDG’s. The Alinker creates access to mobility, community and healthy food through the vision of changing the paradigm of our current 'sickcare' system towards a healthcare community that actually supports the wellness of people.
We offer three different options to own your Alinker
The Alinker is a non-motorized walking-bike without pedals. With an adjustable saddle and handlebars, it is custom designed to challenge society’s assumptions about disability.
Most medical devices are a technical solution for a body with a problem, it emphasizes the ""problem"". But, we are humans, and we have a body. The body does not determine who we are.
So the Alinker is designed for how we want to live, regardless of mobility challenges. Learn More
Other than the physical state, having a mindset dedicated to health and wellness has proven to be a crucial factor for successfully using the Alinker. Based on our experience, we can generally say that you need to be at least able to do the following:
Be prepared to spend some time to get used to the new way of moving, it addresses muscle groups you might not have used for a while, and building your condition is to be done gradually. Showing commitment to maintaining healthy practice and knowing that it will be worth the effort - this is what investing in your wellness can look like. Learn More
When measuring your inseam, measure lightly.
When the measurement is on the cusp, choose the smaller size.
If you're still unsure, contact us before deciding on size!
|Size||Inseam Measurement|
|Small||27 - 31.5 inches (68-80cm)|
|Medium||32 - 36 inches (81-91cm)|
|Large||36.5 - 39 inches (93-99cm)|
The Alinker Academy is an online subscription for fitness and exercise. It provides you with a library of exercise and training that were custom designed, specifically for Alinker users.
It has more than 20 hours of Alinker yoga, stretch, range of motion and strengthen exercises, outdoors trails, dance classes and fun things to do with your Alinker. Invaluable for every Alinker user!
""Alinker is a game changer. Able to keep up with my son on a walk while activating my brain without overstressing my body. Thank you for this invaluable invention."" Find Out More
""A vehicle for social change, shifting not just how disabled people move and view themselves, but challenging how others perceive them.""
""The Coolest Trike Ever Designed Makes Mobility More Social, Too""
""I think movement actually is the best medicine. It’s like that saying: If you don’t use it, you lose it”
""What a cool way to get around if you have trouble walking or cycling.""
""The walking bike called the Alinker is changing lives for who wants to stay active, regardless of mobility challenges""
""You're perceived completely differently. You're standing up. You're at eye level""
""It's not a medical device; it's a lifestyle tool designed to enable users to lead active and socially engaged lives--at eye level.""
If you are interested in learning more about partnering with the Alinker, please email us.
There is no reason not to plant trees. So far the Alinker has planted over 35,000 trees.
We can grow the Alinker forest together, add your trees to the forest here.
We understand that many people who could use the Alinker have lost income and gained medical expenses, our current reactive sickcare system drives people into poverty, we get that. And... the Alinker is a high quality custom designed bike, hand assembled with nearly all custom-made parts, and that has a price.
The Alinker is not a medical device and health insurances typically do not cover things that support wellness, so in order to help bridge the gap, we offer special ways to make the Alinker more accessible. We know building a new system takes time, but we continue to develop ways to make the Alinker accessible for everybody regardless of income. It requires a paradigm shift, to build a healthcare system that actually supports wellness.
We are currently accepting new applications to crowdfund on the Alinker website. If you would like more information, please read more about Crowdfunding here. For any additional questions please email crowdfund@thealinker.com.
Full details of how Rent-to-Own works, along with payment plan information, can be found on our Rent-to-Own page.
Since the Alinker, my quality of life has shifted - now I never really think about my diagnosis.
""As a social person, being constraint in my ability to go out, be in one place, not moving, not being out there having fun… it was challenging. With the Alinker, my life has become more busy - I want to keep doing more. The Alinker makes me want to get out there - it gives me the security and confidence to be able to go out into the world by myself.""
Anna O, active Alinker user Learn More
I feel secure when riding the Alinker.
""Being physically restraint created for me mental issues, often just anthill size, but if you have them in front of you everyday, it grows all by itself. Before the Alinker, I was in a grey time… I had pretty much given up on moving like a normal human being again. Now, I can go for a walk, go out with the dog again, get out in the neighbourhood - some people I hadn’t seen in 3 years.
The Alinker has made that possible.""
Chris K, active Alinker user Learn More
Since I’ve had the Alinker, my autonomous world is bigger.
""I know that I can do more things on my own, then I feel I have more agency over myself. I can be independent moving around spaces like leaving my house, airports, train stations, even museums… I am not relying on someone else to move me around anymore. But now that I have the Alinker, I can walk, talk, and laugh at the same time. I feel safe, I feel better about myself, and I feel more confident.""
Elki S, active Alinker user Learn More
We asked our community how the Alinker changed their lives.
Here are there stories.
Christine O'Sullivan
Helen Overgaard
Diane van Egmond
Joe Revello
Jerris Madison
Bonnie Avery
""You lose your independence, you might gain weight, all of which comes at a cost...""
Celebrated Canadian humanitarian, lung cancer survivor and Memory Makers for Alzheimer's champion Chad Cieslik, aged 68, Alinkered an epic 1000 kms across Ontario this month to raise awareness and funds for Alzheimer's research.
Since Selma Blair shared her experiences on Instagram, the Alinker has received an unprecedented number of emails, requests and sales... so we are scaling up to meet the new demand!
Barbara Alink shares her insights into how we can promote inclusion and create a safer community through purposeful design. . ",False,False,False,False,True,False,False,False,True,False,False,False,False
sunpower,https://us.sunpower.com/ ,"Tom Werner steps down as CEO after 18 years
Read about his decision and the new SunPower leader, Peter Faricy.
Better Solar for Your Business
Power your bottom line with solar
Integrating solar and storage solutions as part of your business or organization’s energy future just makes sense. As the #1 commercial solar provider in the U.S. for three years running, SunPower can help you reach your energy—and profitability— goals.
Explore SunPower® Commercial Solutions
SunPower TV
Better solar, bigger savings
Going solar is more practical, reliable and cost effective than ever. Host Matt Muenster explains how going solar with SunPower helps homeowners and businesses generate their own electricity and maximize their savings.
Explore going solar with SunPower
SunPower® SunVault™ Storage
Take control of your energy use
SunVault™ Storage integrates with SunPower Equinox® solar systems, creating the only home solar + storage solution, designed and warranted by one company.
Explore SunPower® SunVault™ Storage
More businesses choose SunPower
Find SunPower in these states: . ",False,False,False,False,True,False,False,False,True,False,False,False,False
deltawaterfowl,https://deltawaterfowl.org/ ,"The Waterfowl ID Guide focuses on maximizing your chances of correctly identifying duck, swan, and geese species by systematically pointing out features from the general characteristics to the specific traits.
Sign Up For Our Newsletter
Keep in touch with the latest updates about Delta Waterfowl with our monthly eNewsletter.
Delta Waterfowl Applauds USDA’s Expansion of Conservation Reserve Program
Delta Waterfowl Applauds USDA’s Expansion of Conservation Reserve Program Enhanced incentives will boost habitat for upland-nesting ducks including mallards, pintails and [...]
Delta’s University Hunting Program Accepting Enrollments for 2021
Delta’s University Hunting Program Accepting Enrollments for 2021 By Bill Miller / Delta Waterfowl With college and university students soon eyeing [...]
Dry conditions. Intensive Management.
Dry conditions. Intensive management. The spring 2021 breeding condition situation on the northern prairies is dry. This is rather bad news [...]
Delta Tested: Sport Dog Brand
Delta Tested: Sport Dog Brand Wetland Hunter 1825X The latest edition of Delta Tested brings us Ben and his Labrador, Chief. [...]
2021 Canadian Duck Stamp to Feature Common Goldeneye
2021 Canadian Duck Stamp to Feature Common Goldeneye © Her Majesty the Queen in Right of Canada, as represented by the [...]
Delta Waterfowl Announces Key Promotions to Leadership Team
Delta Waterfowl Announces Key Promotions to Leadership Team Strategic moves by The Duck Hunters Organization will help advance its mission to [...]
Delta Waterfowl Promotes Becky Sicble to Vice President of Operations
Delta Waterfowl Promotes Becky Sicble to Vice President of Operations Sicble will direct operations and human resources for The Duck Hunters [...]
Delta Waterfowl Promotes Joel Brice to Chief Conservation Officer
Delta Waterfowl Promotes Joel Brice to Chief Conservation Officer Brice will advance The Duck Hunters Organization’s mission to produce ducks and [...] . ",False,False,False,False,True,False,False,False,True,False,False,False,False
